ID,Player,Season,Top.px. (Location),Left.px. (location),Date,Opponent,Location,Quarter,Game_Clock,"Outcome (1 if made, 0 otherwise)",Shot_Value,Shot_Distance.ft.,Team_Score,Opponent_Score
curryst01,Stephen Curry,2011,207,271,32311,HOU,AWAY,1,6:40,1,2,16,16,15
curryst01,Stephen Curry,2011,56,266,32311,HOU,AWAY,1,5:42,0,2,3,18,20
curryst01,Stephen Curry,2011,53,161,32311,HOU,AWAY,1,5:40,0,2,8,18,20
curryst01,Stephen Curry,2011,50,395,32311,HOU,AWAY,1,4:06,1,2,16,22,26
curryst01,Stephen Curry,2011,143,96,32311,HOU,AWAY,1,3:00,0,2,17,24,28
curryst01,Stephen Curry,2011,61,224,32311,HOU,AWAY,2,11:23,1,2,2,35,38
curryst01,Stephen Curry,2011,141,246,32311,HOU,AWAY,2,3:28,0,2,9,50,57
curryst01,Stephen Curry,2011,67,216,32311,HOU,AWAY,2,2:54,0,2,3,52,57
curryst01,Stephen Curry,2011,292,178,32311,HOU,AWAY,2,1:41,0,3,25,57,57
curryst01,Stephen Curry,2011,98,249,32311,HOU,AWAY,2,00:54.4,0,2,5,57,63
curryst01,Stephen Curry,2011,300,224,32311,HOU,AWAY,3,8:19,1,3,25,66,76
curryst01,Stephen Curry,2011,220,148,32311,HOU,AWAY,3,7:34,0,2,19,66,78
curryst01,Stephen Curry,2011,78,178,32311,HOU,AWAY,3,7:24,1,2,7,68,78
curryst01,Stephen Curry,2011,139,438,32311,HOU,AWAY,3,3:01,0,2,22,78,94
curryst01,Stephen Curry,2011,62,263,32311,HOU,AWAY,3,2:52,1,2,3,80,94
curryst01,Stephen Curry,2011,158,11,32311,HOU,AWAY,3,2:13,1,3,25,83,96
curryst01,Stephen Curry,2011,173,250,32511,TOR,HOME,1,10:37,1,2,12,4,4
curryst01,Stephen Curry,2011,56,476,32511,TOR,HOME,1,5:35,1,3,24,25,19
curryst01,Stephen Curry,2011,56,240,32511,TOR,HOME,1,1:07,1,2,1,43,32
curryst01,Stephen Curry,2011,247,69,32511,TOR,HOME,2,11:17,1,3,26,50,38
curryst01,Stephen Curry,2011,78,178,32511,TOR,HOME,2,7:34,0,2,7,60,44
curryst01,Stephen Curry,2011,40,14,32511,TOR,HOME,2,7:07,1,3,23,63,47
curryst01,Stephen Curry,2011,67,253,32511,TOR,HOME,2,1:31,0,2,2,79,55
curryst01,Stephen Curry,2011,95,236,32511,TOR,HOME,2,1:26,0,2,5,79,55
curryst01,Stephen Curry,2011,50,484,32511,TOR,HOME,2,00:48.8,1,3,24,84,55
curryst01,Stephen Curry,2011,203,252,32511,TOR,HOME,3,9:25,1,2,15,90,60
curryst01,Stephen Curry,2011,299,290,32511,TOR,HOME,3,6:23,0,3,25,101,64
curryst01,Stephen Curry,2011,201,375,32511,TOR,HOME,3,1:53,0,2,20,113,70
curryst01,Stephen Curry,2011,50,12,32511,TOR,HOME,3,00:53.9,0,3,23,115,72
curryst01,Stephen Curry,2011,56,14,32711,WAS,HOME,1,11:13,1,3,23,3,2
curryst01,Stephen Curry,2011,236,57,32711,WAS,HOME,1,10:43,0,3,26,3,4
curryst01,Stephen Curry,2011,65,68,32711,WAS,HOME,1,5:35,1,2,17,19,20
curryst01,Stephen Curry,2011,169,203,32711,WAS,HOME,1,2:22,0,2,12,28,25
curryst01,Stephen Curry,2011,203,222,32711,WAS,HOME,1,00:03.4,0,2,15,33,36
curryst01,Stephen Curry,2011,171,395,32711,WAS,HOME,2,2:29,1,2,20,58,60
curryst01,Stephen Curry,2011,95,11,32711,WAS,HOME,3,10:31,0,3,23,69,67
curryst01,Stephen Curry,2011,171,309,32711,WAS,HOME,3,5:03,0,2,14,83,77
curryst01,Stephen Curry,2011,302,173,32711,WAS,HOME,3,4:36,0,3,26,83,77
curryst01,Stephen Curry,2011,67,408,32711,WAS,HOME,4,1:24,0,2,17,114,100
curryst01,Stephen Curry,2011,49,239,32711,WAS,HOME,4,00:34.8,0,2,0,114,102
curryst01,Stephen Curry,2011,98,269,32911,OKC,AWAY,1,9:39,1,2,6,2,3
curryst01,Stephen Curry,2011,95,12,32911,OKC,AWAY,1,8:53,1,3,23,5,3
curryst01,Stephen Curry,2011,57,71,32911,OKC,AWAY,1,5:32,1,2,17,13,12
curryst01,Stephen Curry,2011,48,238,32911,OKC,AWAY,1,2:03,1,2,0,21,18
curryst01,Stephen Curry,2011,106,175,32911,OKC,AWAY,2,6:01,0,2,9,43,48
curryst01,Stephen Curry,2011,50,328,32911,OKC,AWAY,2,3:32,1,2,9,47,50
curryst01,Stephen Curry,2011,274,354,32911,OKC,AWAY,2,00:38.9,0,3,25,50,58
curryst01,Stephen Curry,2011,57,272,32911,OKC,AWAY,3,9:41,0,2,3,50,60
curryst01,Stephen Curry,2011,73,465,32911,OKC,AWAY,3,8:46,1,3,23,55,65
curryst01,Stephen Curry,2011,234,399,32911,OKC,AWAY,3,2:21,1,3,24,72,73
curryst01,Stephen Curry,2011,247,255,32911,OKC,AWAY,3,1:47,0,2,20,72,73
curryst01,Stephen Curry,2011,39,253,32911,OKC,AWAY,3,1:32,1,2,2,74,73
curryst01,Stephen Curry,2011,57,224,32911,OKC,AWAY,3,00:04.4,1,2,2,76,75
curryst01,Stephen Curry,2011,48,257,32911,OKC,AWAY,4,11:29,1,2,2,79,78
curryst01,Stephen Curry,2011,274,184,32911,OKC,AWAY,4,9:40,1,2,23,83,86
curryst01,Stephen Curry,2011,89,399,32911,OKC,AWAY,4,8:51,0,2,16,85,86
curryst01,Stephen Curry,2011,48,399,32911,OKC,AWAY,4,8:46,0,2,16,85,86
curryst01,Stephen Curry,2011,70,240,32911,OKC,AWAY,4,7:01,0,2,2,85,92
curryst01,Stephen Curry,2011,56,16,32911,OKC,AWAY,4,6:10,1,3,22,88,94
curryst01,Stephen Curry,2011,72,17,32911,OKC,AWAY,4,1:16,1,3,22,98,102
curryst01,Stephen Curry,2011,237,403,32911,OKC,AWAY,4,00:50.9,0,3,25,98,102
curryst01,Stephen Curry,2011,267,343,32911,OKC,AWAY,4,00:15.9,0,3,24,100,104
curryst01,Stephen Curry,2011,50,219,32911,OKC,AWAY,1OT,1:21,0,2,2,111,112
curryst01,Stephen Curry,2011,73,287,33011,MEM,AWAY,1,11:25,0,2,5,0,0
curryst01,Stephen Curry,2011,62,8,33011,MEM,AWAY,1,10:20,0,3,23,0,0
curryst01,Stephen Curry,2011,59,214,33011,MEM,AWAY,1,9:51,0,2,3,0,0
curryst01,Stephen Curry,2011,141,312,33011,MEM,AWAY,1,5:50,0,2,12,8,11
curryst01,Stephen Curry,2011,217,380,33011,MEM,AWAY,3,10:56,0,2,22,55,48
curryst01,Stephen Curry,2011,240,410,33011,MEM,AWAY,3,10:31,1,3,26,58,48
curryst01,Stephen Curry,2011,248,82,33011,MEM,AWAY,3,9:39,0,3,25,58,48
curryst01,Stephen Curry,2011,64,476,33011,MEM,AWAY,3,7:38,0,3,24,59,56
curryst01,Stephen Curry,2011,73,345,33011,MEM,AWAY,3,3:24,0,2,11,66,69
curryst01,Stephen Curry,2011,53,260,33011,MEM,AWAY,3,3:16,1,2,2,68,69
curryst01,Stephen Curry,2011,253,411,33011,MEM,AWAY,3,00:14.9,0,3,27,70,79
curryst01,Stephen Curry,2011,51,221,33011,MEM,AWAY,4,6:35,0,2,2,81,95
curryst01,Stephen Curry,2011,47,224,33011,MEM,AWAY,4,6:32,0,2,2,81,95
curryst01,Stephen Curry,2011,275,353,33011,MEM,AWAY,4,4:24,0,3,25,81,100
curryst01,Stephen Curry,2011,198,340,40211,DAL,HOME,1,11:37,1,2,18,2,0
curryst01,Stephen Curry,2011,291,323,40211,DAL,HOME,1,10:42,0,3,25,2,1
curryst01,Stephen Curry,2011,122,247,40211,DAL,HOME,1,4:09,0,2,7,18,18
curryst01,Stephen Curry,2011,193,117,40211,DAL,HOME,1,1:56,1,2,19,26,22
curryst01,Stephen Curry,2011,72,233,40211,DAL,HOME,3,8:08,0,2,2,55,54
curryst01,Stephen Curry,2011,65,214,40211,DAL,HOME,3,7:42,0,2,3,55,57
curryst01,Stephen Curry,2011,225,60,40211,DAL,HOME,4,6:51,0,3,25,82,73
curryst01,Stephen Curry,2011,286,129,40211,DAL,HOME,4,1:47,1,3,26,96,90
curryst01,Stephen Curry,2011,51,44,40511,POR,AWAY,1,10:16,0,2,20,2,2
curryst01,Stephen Curry,2011,83,11,40511,POR,AWAY,1,9:13,1,3,23,7,5
curryst01,Stephen Curry,2011,236,376,40511,POR,AWAY,1,6:51,0,2,23,9,9
curryst01,Stephen Curry,2011,184,178,40511,POR,AWAY,1,6:28,0,2,15,9,9
curryst01,Stephen Curry,2011,184,240,40511,POR,AWAY,1,2:58,0,2,13,15,15
curryst01,Stephen Curry,2011,117,329,40511,POR,AWAY,1,1:36,0,2,11,15,17
curryst01,Stephen Curry,2011,47,435,40511,POR,AWAY,2,10:07,1,2,20,23,19
curryst01,Stephen Curry,2011,272,351,40511,POR,AWAY,2,8:11,1,3,25,28,25
curryst01,Stephen Curry,2011,214,137,40511,POR,AWAY,2,7:02,1,2,19,31,29
curryst01,Stephen Curry,2011,56,272,40511,POR,AWAY,2,5:37,0,2,3,32,33
curryst01,Stephen Curry,2011,69,427,40511,POR,AWAY,2,5:34,0,2,19,32,33
curryst01,Stephen Curry,2011,51,250,40511,POR,AWAY,3,10:58,1,2,1,51,50
curryst01,Stephen Curry,2011,136,55,40511,POR,AWAY,3,9:54,0,2,20,54,54
curryst01,Stephen Curry,2011,48,229,40511,POR,AWAY,3,9:29,1,2,1,56,55
curryst01,Stephen Curry,2011,256,369,40511,POR,AWAY,3,6:43,1,3,24,65,60
curryst01,Stephen Curry,2011,206,44,40511,POR,AWAY,3,1:07,0,3,25,80,68
curryst01,Stephen Curry,2011,234,140,40511,POR,AWAY,4,10:16,1,2,21,88,72
curryst01,Stephen Curry,2011,185,121,40511,POR,AWAY,4,8:57,0,2,18,90,72
curryst01,Stephen Curry,2011,275,80,40511,POR,AWAY,4,6:15,0,3,28,92,76
curryst01,Stephen Curry,2011,56,315,40511,POR,AWAY,4,3:56,1,2,8,99,78
curryst01,Stephen Curry,2011,263,253,40511,POR,AWAY,4,2:24,1,2,21,103,80
curryst01,Stephen Curry,2011,217,235,40611,LAL,HOME,1,10:00,0,2,17,0,6
curryst01,Stephen Curry,2011,62,253,40611,LAL,HOME,1,6:48,0,2,2,6,17
curryst01,Stephen Curry,2011,185,115,40611,LAL,HOME,1,6:14,0,2,18,8,17
curryst01,Stephen Curry,2011,212,216,40611,LAL,HOME,1,4:47,0,2,16,8,17
curryst01,Stephen Curry,2011,105,253,40611,LAL,HOME,1,3:30,0,2,6,10,17
curryst01,Stephen Curry,2011,264,417,40611,LAL,HOME,1,3:26,0,3,28,10,17
curryst01,Stephen Curry,2011,234,65,40611,LAL,HOME,1,2:28,0,3,25,10,17
curryst01,Stephen Curry,2011,242,264,40611,LAL,HOME,2,5:43,1,2,19,28,27
curryst01,Stephen Curry,2011,70,250,40611,LAL,HOME,2,3:10,1,2,2,35,34
curryst01,Stephen Curry,2011,247,276,40611,LAL,HOME,2,00:01.1,0,2,20,43,38
curryst01,Stephen Curry,2011,80,454,40611,LAL,HOME,3,10:03,1,2,22,45,40
curryst01,Stephen Curry,2011,188,471,40611,LAL,HOME,3,9:06,1,3,27,50,44
curryst01,Stephen Curry,2011,136,260,40611,LAL,HOME,3,8:28,1,2,9,52,46
curryst01,Stephen Curry,2011,166,104,40611,LAL,HOME,3,6:53,0,2,18,56,50
curryst01,Stephen Curry,2011,87,288,40611,LAL,HOME,3,5:18,0,2,6,61,51
curryst01,Stephen Curry,2011,67,231,40611,LAL,HOME,4,10:25,0,2,2,74,55
curryst01,Stephen Curry,2011,210,340,40611,LAL,HOME,4,9:35,0,2,19,74,61
curryst01,Stephen Curry,2011,292,145,40611,LAL,HOME,4,8:52,0,3,26,74,61
curryst01,Stephen Curry,2011,304,342,40611,LAL,HOME,4,6:15,1,3,27,82,67
curryst01,Stephen Curry,2011,61,253,40611,LAL,HOME,4,4:07,1,2,2,88,73
curryst01,Stephen Curry,2011,179,370,40611,LAL,HOME,4,2:27,0,2,18,90,80
curryst01,Stephen Curry,2011,321,272,40611,LAL,HOME,4,1:06,0,3,27,91,82
curryst01,Stephen Curry,2011,97,244,40611,LAL,HOME,4,00:33.2,1,2,5,93,82
curryst01,Stephen Curry,2011,69,241,41011,SAC,HOME,1,5:44,1,2,2,10,14
curryst01,Stephen Curry,2011,182,154,41011,SAC,HOME,1,5:06,1,2,16,12,16
curryst01,Stephen Curry,2011,176,395,41011,SAC,HOME,1,4:26,1,2,20,15,18
curryst01,Stephen Curry,2011,258,274,41011,SAC,HOME,1,3:33,1,2,21,18,19
curryst01,Stephen Curry,2011,69,471,41011,SAC,HOME,3,11:21,1,3,23,62,60
curryst01,Stephen Curry,2011,245,65,41011,SAC,HOME,3,9:38,0,3,26,63,63
curryst01,Stephen Curry,2011,258,386,41011,SAC,HOME,3,8:01,1,3,25,68,65
curryst01,Stephen Curry,2011,54,233,41011,SAC,HOME,3,6:59,1,2,1,72,65
curryst01,Stephen Curry,2011,39,232,41011,SAC,HOME,3,2:25,1,2,1,78,73
curryst01,Stephen Curry,2011,105,142,41011,SAC,HOME,3,00:11.9,0,2,11,83,77
curryst01,Stephen Curry,2011,234,411,41011,SAC,HOME,4,10:22,0,3,25,87,81
curryst01,Stephen Curry,2011,217,143,41011,SAC,HOME,4,5:29,1,2,19,91,92
curryst01,Stephen Curry,2011,225,142,41011,SAC,HOME,4,5:12,0,2,20,91,92
curryst01,Stephen Curry,2011,299,159,41011,SAC,HOME,4,3:54,0,3,26,93,92
curryst01,Stephen Curry,2011,177,313,41011,SAC,HOME,4,2:30,1,2,15,97,98
curryst01,Stephen Curry,2011,53,402,41011,SAC,HOME,4,1:57,0,2,16,97,98
curryst01,Stephen Curry,2011,266,440,41011,SAC,HOME,4,00:01.8,1,3,29,103,104
curryst01,Stephen Curry,2011,57,438,41111,DEN,AWAY,1,11:31,1,2,20,2,0
curryst01,Stephen Curry,2011,258,107,41111,DEN,AWAY,1,9:41,1,3,25,9,6
curryst01,Stephen Curry,2011,47,476,41111,DEN,AWAY,1,2:13,1,3,24,30,25
curryst01,Stephen Curry,2011,102,414,41111,DEN,AWAY,1,00:42.2,1,2,18,32,31
curryst01,Stephen Curry,2011,163,361,41111,DEN,AWAY,2,9:36,1,2,17,36,34
curryst01,Stephen Curry,2011,220,112,41111,DEN,AWAY,2,7:15,0,2,21,39,38
curryst01,Stephen Curry,2011,98,17,41111,DEN,AWAY,2,4:51,0,3,23,43,46
curryst01,Stephen Curry,2011,54,224,41111,DEN,AWAY,3,9:31,1,2,2,60,61
curryst01,Stephen Curry,2011,44,261,41111,DEN,AWAY,3,7:36,1,2,2,65,65
curryst01,Stephen Curry,2011,80,288,41111,DEN,AWAY,3,7:02,1,2,6,67,68
curryst01,Stephen Curry,2011,158,47,41111,DEN,AWAY,3,4:26,0,2,22,76,78
curryst01,Stephen Curry,2011,248,301,41111,DEN,AWAY,3,3:47,1,2,21,78,80
curryst01,Stephen Curry,2011,255,400,41111,DEN,AWAY,3,00:31.4,1,3,26,88,95
curryst01,Stephen Curry,2011,275,376,41311,POR,HOME,1,11:45,0,3,26,0,0
curryst01,Stephen Curry,2011,288,354,41311,POR,HOME,1,7:33,1,3,26,13,7
curryst01,Stephen Curry,2011,138,80,41311,POR,HOME,1,3:38,0,2,18,26,18
curryst01,Stephen Curry,2011,50,238,41311,POR,HOME,3,10:38,1,2,0,54,45
curryst01,Stephen Curry,2011,105,255,41311,POR,HOME,3,8:15,0,2,6,60,48
curryst01,Stephen Curry,2011,258,69,41311,POR,HOME,3,6:19,1,3,27,67,52
curryst01,Stephen Curry,2011,62,246,41311,POR,HOME,3,3:16,1,2,1,74,61
curryst01,Stephen Curry,2011,65,266,41311,POR,HOME,3,00:12.9,1,2,3,85,67
curryst01,Stephen Curry,2011,236,321,41311,POR,HOME,4,11:47,1,2,20,87,69
curryst01,Stephen Curry,2011,42,41,41311,POR,HOME,4,10:02,1,2,20,89,72
curryst01,Stephen Curry,2012,231,310,122511,LAC,HOME,1,10:51,1,2,19,4,3
curryst01,Stephen Curry,2012,102,6,122511,LAC,HOME,1,9:22,0,3,24,6,6
curryst01,Stephen Curry,2012,266,232,122511,LAC,HOME,2,6:32,0,2,22,28,36
curryst01,Stephen Curry,2012,245,69,122511,LAC,HOME,2,3:22,0,3,26,37,36
curryst01,Stephen Curry,2012,86,241,122511,LAC,HOME,2,1:26,0,2,4,40,39
curryst01,Stephen Curry,2012,311,224,122511,LAC,HOME,3,11:13,0,3,26,43,41
curryst01,Stephen Curry,2012,212,246,122511,LAC,HOME,3,10:15,0,2,16,43,43
curryst01,Stephen Curry,2012,233,244,122511,LAC,HOME,3,5:16,1,2,18,53,60
curryst01,Stephen Curry,2012,272,104,122511,LAC,HOME,4,8:29,0,3,26,77,80
curryst01,Stephen Curry,2012,196,324,122511,LAC,HOME,4,5:09,0,2,17,82,89
curryst01,Stephen Curry,2012,190,369,122511,LAC,HOME,4,3:06,0,2,19,84,95
curryst01,Stephen Curry,2012,229,176,122511,LAC,HOME,4,1:50,0,2,19,84,99
curryst01,Stephen Curry,2012,198,296,122611,CHI,HOME,1,11:09,0,2,16,0,0
curryst01,Stephen Curry,2012,40,8,122611,CHI,HOME,2,9:42,1,3,23,37,23
curryst01,Stephen Curry,2012,45,227,122611,CHI,HOME,2,9:13,1,2,1,39,23
curryst01,Stephen Curry,2012,182,173,122611,CHI,HOME,2,8:27,1,2,15,41,27
curryst01,Stephen Curry,2012,50,233,122611,CHI,HOME,2,7:14,1,2,1,46,27
curryst01,Stephen Curry,2012,248,83,122611,CHI,HOME,3,6:49,0,3,25,67,51
curryst01,Stephen Curry,2012,59,113,122611,CHI,HOME,3,6:07,1,2,13,69,53
curryst01,Stephen Curry,2012,181,110,122611,CHI,HOME,3,2:52,1,2,18,75,59
curryst01,Stephen Curry,2012,188,335,122611,CHI,HOME,3,1:43,1,2,17,78,59
curryst01,Stephen Curry,2012,139,219,122611,CHI,HOME,3,1:06,0,2,9,78,59
curryst01,Stephen Curry,2012,292,162,122611,CHI,HOME,4,9:34,0,3,25,80,64
curryst01,Stephen Curry,2012,86,224,122611,CHI,HOME,4,5:54,0,2,4,89,74
curryst01,Stephen Curry,2012,278,342,123111,PHI,HOME,1,11:46,0,3,25,0,0
curryst01,Stephen Curry,2012,174,14,123111,PHI,HOME,1,10:58,1,3,26,3,2
curryst01,Stephen Curry,2012,72,58,123111,PHI,HOME,1,7:33,1,2,18,9,7
curryst01,Stephen Curry,2012,75,252,123111,PHI,HOME,1,6:45,1,2,3,11,7
curryst01,Stephen Curry,2012,299,343,123111,PHI,HOME,1,00:01.4,1,3,27,25,19
curryst01,Stephen Curry,2012,304,91,123111,PHI,HOME,2,11:26,0,3,29,25,22
curryst01,Stephen Curry,2012,188,112,123111,PHI,HOME,2,9:27,1,2,19,29,25
curryst01,Stephen Curry,2012,253,63,123111,PHI,HOME,2,5:14,1,3,27,36,37
curryst01,Stephen Curry,2012,304,334,123111,PHI,HOME,2,2:09,0,3,27,40,44
curryst01,Stephen Curry,2012,304,264,123111,PHI,HOME,3,8:29,0,3,26,43,61
curryst01,Stephen Curry,2012,198,364,123111,PHI,HOME,3,2:25,1,2,19,52,70
curryst01,Stephen Curry,2012,269,69,123111,PHI,HOME,3,1:55,0,3,28,52,72
curryst01,Stephen Curry,2012,75,236,123111,PHI,HOME,3,1:20,1,2,3,54,72
curryst01,Stephen Curry,2012,206,372,123111,PHI,HOME,4,11:42,0,2,20,54,72
curryst01,Stephen Curry,2012,81,422,123111,PHI,HOME,4,7:38,1,2,18,66,82
curryst01,Stephen Curry,2012,184,406,10212,PHO,AWAY,1,9:26,1,2,21,8,7
curryst01,Stephen Curry,2012,154,191,10212,PHO,AWAY,1,7:54,0,2,12,8,9
curryst01,Stephen Curry,2012,67,154,10212,PHO,AWAY,2,10:43,0,2,9,30,27
curryst01,Stephen Curry,2012,302,244,10212,PHO,AWAY,3,11:48,1,3,25,50,51
curryst01,Stephen Curry,2012,83,6,10212,PHO,AWAY,3,9:35,1,3,24,53,51
curryst01,Stephen Curry,2012,48,433,10212,PHO,AWAY,3,7:10,0,2,19,55,53
curryst01,Stephen Curry,2012,264,364,10212,PHO,AWAY,4,2:41,0,3,25,83,91
curryst01,Stephen Curry,2012,87,117,10212,PHO,AWAY,4,2:08,1,2,13,85,94
curryst01,Stephen Curry,2012,125,389,10412,SAS,AWAY,1,9:09,1,2,17,4,6
curryst01,Stephen Curry,2012,206,301,10412,SAS,AWAY,1,5:24,1,2,17,14,13
curryst01,Stephen Curry,2012,149,373,10412,SAS,AWAY,1,3:54,1,2,17,16,15
curryst01,Stephen Curry,2012,204,31,10412,SAS,AWAY,1,3:15,1,3,26,19,18
curryst01,Stephen Curry,2012,220,61,10412,SAS,AWAY,2,10:27,0,3,25,28,23
curryst01,Stephen Curry,2012,105,3,10412,SAS,AWAY,2,9:33,1,3,24,31,27
curryst01,Stephen Curry,2012,45,468,10412,SAS,AWAY,2,4:45,1,3,23,43,35
curryst01,Stephen Curry,2012,48,169,10412,SAS,AWAY,3,9:58,0,2,7,55,49
curryst01,Stephen Curry,2012,50,416,10412,SAS,AWAY,3,8:08,0,2,18,60,56
curryst01,Stephen Curry,2012,185,370,10412,SAS,AWAY,3,6:41,0,2,19,60,56
curryst01,Stephen Curry,2012,228,282,10412,SAS,AWAY,3,4:15,1,2,18,62,61
curryst01,Stephen Curry,2012,210,427,12012,IND,HOME,1,8:14,0,3,25,7,4
curryst01,Stephen Curry,2012,177,257,12012,IND,HOME,1,6:52,0,2,13,9,10
curryst01,Stephen Curry,2012,61,253,12012,IND,HOME,1,5:50,0,2,2,9,13
curryst01,Stephen Curry,2012,304,280,12012,IND,HOME,2,8:47,0,3,26,28,27
curryst01,Stephen Curry,2012,176,82,12012,IND,HOME,2,7:34,1,2,20,33,27
curryst01,Stephen Curry,2012,300,318,12012,IND,HOME,2,6:34,1,3,26,36,31
curryst01,Stephen Curry,2012,67,232,12012,IND,HOME,2,5:05,0,2,2,36,36
curryst01,Stephen Curry,2012,228,321,12012,IND,HOME,2,4:17,0,2,20,38,36
curryst01,Stephen Curry,2012,278,274,12012,IND,HOME,3,9:03,0,2,23,48,46
curryst01,Stephen Curry,2012,102,323,12012,IND,HOME,3,8:43,0,2,10,48,46
curryst01,Stephen Curry,2012,185,101,12012,IND,HOME,4,4:24,1,2,19,80,83
curryst01,Stephen Curry,2012,215,143,12012,IND,HOME,4,3:47,1,2,19,82,85
curryst01,Stephen Curry,2012,281,346,12012,IND,HOME,4,3:15,1,3,25,85,87
curryst01,Stephen Curry,2012,288,339,12012,IND,HOME,4,2:31,0,3,26,85,87
curryst01,Stephen Curry,2012,289,74,12012,IND,HOME,4,00:00.9,0,3,29,91,94
curryst01,Stephen Curry,2012,69,61,12312,MEM,HOME,1,11:24,1,2,18,2,2
curryst01,Stephen Curry,2012,310,249,12312,MEM,HOME,1,5:24,1,3,26,14,7
curryst01,Stephen Curry,2012,57,88,12312,MEM,HOME,2,3:18,0,2,15,40,25
curryst01,Stephen Curry,2012,169,126,12312,MEM,HOME,2,3:12,0,2,16,40,25
curryst01,Stephen Curry,2012,89,206,12312,MEM,HOME,2,2:58,0,2,5,40,25
curryst01,Stephen Curry,2012,310,184,12312,MEM,HOME,2,2:45,0,3,27,40,25
curryst01,Stephen Curry,2012,315,172,12312,MEM,HOME,2,00:30.8,0,3,27,42,33
curryst01,Stephen Curry,2012,50,217,12312,MEM,HOME,2,00:05.3,1,2,2,44,35
curryst01,Stephen Curry,2012,184,405,12312,MEM,HOME,3,8:04,1,2,21,53,39
curryst01,Stephen Curry,2012,239,421,12312,MEM,HOME,3,6:34,0,3,26,55,41
curryst01,Stephen Curry,2012,245,173,12312,MEM,HOME,3,5:55,1,2,21,57,41
curryst01,Stephen Curry,2012,285,359,12312,MEM,HOME,3,00:30.9,1,3,26,68,50
curryst01,Stephen Curry,2012,251,335,12312,MEM,HOME,4,9:11,1,2,22,72,58
curryst01,Stephen Curry,2012,61,232,12312,MEM,HOME,4,4:55,0,2,1,78,69
curryst01,Stephen Curry,2012,233,118,12312,MEM,HOME,4,2:11,1,2,22,85,80
curryst01,Stephen Curry,2012,264,277,12312,MEM,HOME,4,1:10,0,2,22,85,86
curryst01,Stephen Curry,2012,277,110,12312,MEM,HOME,4,00:59.9,0,3,26,85,86
curryst01,Stephen Curry,2012,315,208,12312,MEM,HOME,4,00:07.9,0,3,27,85,89
curryst01,Stephen Curry,2012,169,395,12512,POR,HOME,1,9:44,1,2,20,2,4
curryst01,Stephen Curry,2012,177,312,12512,POR,HOME,1,8:33,0,2,15,4,7
curryst01,Stephen Curry,2012,169,457,12512,POR,HOME,1,6:28,1,3,25,11,13
curryst01,Stephen Curry,2012,54,238,12512,POR,HOME,1,1:29,1,2,0,21,23
curryst01,Stephen Curry,2012,51,9,12512,POR,HOME,1,1:01,1,3,23,24,23
curryst01,Stephen Curry,2012,321,229,12512,POR,HOME,1,00:40.8,0,3,27,24,23
curryst01,Stephen Curry,2012,263,298,12512,POR,HOME,2,3:57,1,2,22,44,42
curryst01,Stephen Curry,2012,176,301,12512,POR,HOME,2,2:09,0,2,14,44,47
curryst01,Stephen Curry,2012,78,474,12512,POR,HOME,3,10:59,1,3,24,54,56
curryst01,Stephen Curry,2012,177,305,12512,POR,HOME,3,8:29,0,2,14,57,60
curryst01,Stephen Curry,2012,245,128,12512,POR,HOME,3,6:43,1,2,22,62,65
curryst01,Stephen Curry,2012,193,447,12512,POR,HOME,3,6:04,1,3,25,65,65
curryst01,Stephen Curry,2012,114,387,12512,POR,HOME,3,4:51,1,2,16,67,67
curryst01,Stephen Curry,2012,234,408,12512,POR,HOME,3,2:55,1,3,25,72,70
curryst01,Stephen Curry,2012,315,277,12512,POR,HOME,3,1:48,1,3,27,75,70
curryst01,Stephen Curry,2012,65,242,12512,POR,HOME,3,1:23,0,2,2,75,70
curryst01,Stephen Curry,2012,296,296,12512,POR,HOME,3,00:29.9,0,3,25,77,73
curryst01,Stephen Curry,2012,173,402,12512,POR,HOME,4,2:59,1,2,20,95,88
curryst01,Stephen Curry,2012,59,249,12512,POR,HOME,4,00:35.9,0,2,1,97,91
curryst01,Stephen Curry,2012,297,162,12712,OKC,HOME,1,11:44,0,3,26,0,0
curryst01,Stephen Curry,2012,81,214,12712,OKC,HOME,1,9:58,0,2,4,3,3
curryst01,Stephen Curry,2012,54,235,12712,OKC,HOME,1,9:14,0,2,1,5,5
curryst01,Stephen Curry,2012,275,109,12712,OKC,HOME,1,7:56,0,3,26,7,6
curryst01,Stephen Curry,2012,139,250,12712,OKC,HOME,1,3:37,0,2,9,12,18
curryst01,Stephen Curry,2012,47,5,12712,OKC,HOME,3,9:20,0,3,24,52,59
curryst01,Stephen Curry,2012,70,406,12712,OKC,HOME,3,8:51,1,2,17,54,61
curryst01,Stephen Curry,2012,51,244,12712,OKC,HOME,3,8:07,1,2,0,56,61
curryst01,Stephen Curry,2012,59,392,12712,OKC,HOME,3,6:29,0,2,15,58,61
curryst01,Stephen Curry,2012,57,0,12712,OKC,HOME,3,5:37,1,3,24,61,63
curryst01,Stephen Curry,2012,87,229,12712,OKC,HOME,4,5:22,0,2,4,86,95
curryst01,Stephen Curry,2012,228,348,12712,OKC,HOME,4,2:40,1,2,21,96,106
curryst01,Stephen Curry,2012,308,197,12712,OKC,HOME,4,2:19,0,3,26,96,108
curryst01,Stephen Curry,2012,169,465,12712,OKC,HOME,4,1:28,1,3,25,102,111
